content,label
do thời hạn có hạn và sinh viên đi học nên giảng viên chưa quan tâm được hết tất cả sinh viên .,0
"Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh, nhưng vẫn ko sáng hơn đèn zin trên xe",2
Đóng gói sản phẩm rất đẹp và chắc chắn.áo kiểu sọc cổ v bị chật.k bt shop co gui lộn size k,1
thầy dạy rất vui và hay .,2
thầy sử dụng bảng và liên tục ghi chép từ tài liệu trong khoảng 60% thời gian đứng lớp làm tiết học rất chán và buồn ngủ .,0
Shop phục vụ rất tốt,2
Sản phẩm cũng ok,2
Ko đáng bao nhiêu tiền nhưng cực kỳ ghét cách làm việc của shop,0
cần có sự thay đổi trong các file tài liệu cung cấp cho sinh viên ví dụ như cần nhiều ví dụ hoặc các bài tập từ dễ đến khó hơn để sinh viên tự chủ động trong việc học sẽ giúp sinh viên nhớ lâu hơn .,0
Cách 2km mà ship 5 ngày mới tới,1
Chất liệu da rất tốt,2
tăng độ khó lên quá nhanh .,0
thiếu hướng dẫn chi tiết .,0
"áo đẹp lắm, rất thích luôn ý",2
cô dạy liên hệ thực tế .,2
Sp tốt lắm nheg shop ^^,2
"thầy dạy nhiều bài học không chỉ là bài học , rất ý nghĩa .",2
"Chất lượng sản phẩm tốt, shop tư vấn nhiệt tình",2
Quá đẹp so với giá,2
môn học rất là hữu ích .,2
Chất ok Rất đáng tiền,2
"thiếu lôi cuốn , còn nói dựa vào slide nhiều .",0
có nhiều bài nói hay .,2
phải tạo điều kiện cho sinh viên thực hành nhiều hơn .,0
Sai mẫu đặt,0
"Chất mát, co giãn tốt Chất lượng sản phẩm tuyệt vời",2
E sẽ ủng hộ c,2
Đẹp ngoài sức tưởng tượng,2
Vải xấu quá k tốt,0
Chất lượng sản phẩm tuyệt vời..áo đẹp y hình,2
"giảng viên tận tâm , kỹ năng truyền đạt tốt .",2
😭😭😭áo thích dã mannn ~~~ lúc đặt em cũng nơm nớp lo nhưng áo về thì thoã mãn cực cực ~ chất dạ mịn chạm sướng tay 😭 áo form rộng đúng kiểu em thích~ áo không nặng tay nhưng giá tiền như vậy mà áo như thế là quá quá tuyệt 😭bằng hàng shop 500 600 chứ đùa,2
"dạy hơi "" lạc đề "" , dạy "" ít ai hiểu "" mà cho đề bài tập bao khó , đồ án bao khủng .",0
Phù hợp với giá tiền,2
ở lớp có nhiều bạn siêng nhưng cách giảng của cô rất khó hiểu .,0
Thun ngay tay dãn nữa,0
"thầy kể chuyện hay , nhiệt tình , nói các vấn đề sát với thực tế ngành công nghệ thông tin .",2
"sau những buổi nghỉ tết hay nghỉ lễ , thầy nên thông báo buổi học trên web môn học để sinh viên có thể đi học đúng buổi .",0
"Hàng y hình , đẹp , form chuẩn , giá rẻ, loại này m mua ở ngoài 100k/1c",1
Chất lượng quá ổn so với giá tiền,2
nhưng không sao .,1
"Sản phẩm đẹp ngoài sức tưởng tượng, Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh",2
"giảng viên tận tâm , nhiệt tình với sinh viên , luôn lắng nghe , giải đáp tất cả các thắc mắc của sinh viên , luôn tạo được ngữ cảnh cho sinh viên thảo luận về bài học .",2
Nhưng với giá vậy thì cũngđượcc,2
Ko đáng tiền trong khi đắt nhất,0
Thất vọng,0
giải bài tập hơi khó hiểu nhưng có lặp lại .,0
anh wzjwz302 rất vui và nhiệt tình .,2
"Chất đẹp, đáng tiền, mỗi tội áo này chỉ hợp vs ng 55kg trên m65 thôi",1
tổ chức học bù cho các buổi nghỉ để cung cấp đầy đủ kiến thức .,0
"rất tận tâm , không những dạy kiến thức chuyên môn còn định hướng nghề nghiệp và đạo đức nghề nghiệp .",2
Áo đẹp lắm ạ,2
"Đã mua đến lần thứ ba rồi, khô gà của shop ăn ngon",2
"Áo tay dài vải hơi dãn quá mức, hai cái còn lại ok so với giá tiền",2
Kẻ 3 vạch nhìn nên nã lắm,1
"Shop gửi k đúng hàng, đã gửi hàng chờ shop đổi nhưng chưa thấy phản hồi",0
cần nhiều tiết học hơn để giáo viên sửa bài trên lớp .,0
hơi khó hiểu chút xíu .,0
Thời gian giao hàng lâu,0
bài tập mang tính ứng dụng thực tế .,2
Shop doi sao giup minh nhe....do minh di nha trang vừa về nên hnay mới mặc thử,1
Mua phí tiền Chất lượng sản phẩm rất kém,0
"Vừa in, về form gần bằng trước lúc sinh",2
Áo ko rộng như hình mua màu trắng bị phai màu đỏ ra không mặc đươc,0
Đóng gói sản phẩm rất đẹp và chắc chắn. áo mới nhưng hơi nặng mùi thuốc tẩy,2
"Chất vải đẹp, dáng khá đẹp",2
Mong Shop sẽ có những kinh nghiệm đánh giá thị trường sâu rộng để mỗi lễ hội là cơ hội của Shop khẳng định về am hiểu thị trường và tầm nhìn là động lực thúc đẩy sự tiêu dùng của khách hàng để đem lại lợi ích cho mọi người,2
Chất lượng sản phẩm tuyệt vời,2
"thầy giảng bài cực kỳ thu hút , dễ hiểu , không gây buồn ngủ , nhàm chán .",2
cần trao đổi nhiều hơn với sinh viên qua các kênh của trường như web môn học chẳng hạn .,0
Ăn hết sẽ mua thêm,2
E chưa kịp dùng son,2
"năm ngoái học đã có bao nhiêu bạn bị rớt và suýt bị rớt vì môn này , nhưng năm nay cô không rút kinh nghiệm cách dạy thậm chí còn khó hơn năm ngoái .",0
san pham tuyet voi,2
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền Rất đáng tiền,2
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền : phân loại đen,2
cần tạo điều kiện cho sinh viên tăng vốn ngoại ngữ giao tiếp .,0
Y như hình ngoài còn đẹp hơn nhé m.n,2
"giảng viên giảng dạy dễ hiểu , nhanh tiếp thu bài , đưa ra các ví dụ và bài tập hay .",2
Shop không thấy đổi trả hàng là phiền phức chứ tui thì phiền chết đi đc,0
Đem đổi lại dc size thì mình sẽ đánh giá lại sản phẩm,1
Đóng hàng cẩu thả,1
"Giao hàng nhanh, chất vải tốt",2
"bài giảng hay , bài tập đầy đủ .",2
Rất đáng tiền Thời gian giao hàng rất nhanh,2
Mà shop nhiệt tình vô cùng luônnn,2
"lớp thụ động , nhàm chán .",0
"bài tập thầy cho quá nhiều , xong chưa có trọng tâm và quá nhiều lý thuyết dẫn đến thời gian thực hành kém .",0
Quần kh có chữ như hình,0
"thầy giảng hơi khó hiểu , lên lớp hơi muộn , chưa đúng giờ .",0
Đẹp 👍,2
cô cho quá nhiều bài tập fraction đồ án đến nỗi em nghĩ rằng kỳ vừa rồi mình chỉ học một môn này .,0
Như trên hàng guống hình,2
Rất đáng tiền Thời gian giao hàng rất nhanh Shop phục vụ rất tốt,2
Áo đẹp lắm ạ,2
"Y chang hình lun , bạn nào ốm thì chỉnh lại xíu làm ok lun",2
Shop lam ăn không uy tín.. sảm phẩm thì dỗm.. chát thì chặn,0
"Chất lượng sản phẩm tuyệt vời, Áo như hình, chất đẹp, giao hàng nhanh",2
Size áo nam nên nữ sẽ mặc hơi rộng trừ điểm đó ra tất cả đều rất hài lòng,2
"Thời gian giao hàng rất chậm,đặt màu trắng lại giao màu xanh bó tay",0
Giá cả chấp nhận được Thời gian giao hàng tạm được Thời gian giao hàng tạm được Thời gian giao hàng tạm được Giá cả chấp nhận được,1
"Áo rất xinh, đệm mỏng nhẹ lắm",2
"thầy cần quyết đoán hơn , chuẩn bị kỹ tài liệu và dạy nhanh , đủ hơn chút .",0
"cần tăng những kỹ năng nghe , nói , đọc , viết , tạo môi trường để giao tiếp anh văn hiệu quả .",0
Thơm nhưng Hoa hồng mùi thơm hơn,2
"lần 2 mua hàng của shop. cả 2 lần đều rất ưng ý, giao hàng nhanh, chất luợng tuyệt . sẽ ủng hộ dhop nữa",2
Chất vải k đc đẹp lắm,0
cô tạo sự chủ động cho tụi em khi thực hành .,2
làm đồ án phải báo cáo mỗi 2 tuần .,2
Áo tuyệt vời,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền aex ủng hộ shop lâu dài,2
Mặc chuẩn,2
"Váy rẻ mà xinh quá luôn, vải đẹp nữa",2
"Mình rán cá mà nó bong nguyên mảnh sơn vào con cá, độc thật",1
Gọn gàng,2
Lần sau sẽ ủng hộ,2
Nhìn như giây bỏ đi vây,0
Cực kì ưng ý ❤,2
cô nên cho nhiều bài tập để cho sinh viên làm hơn .,0
Bạn nào phân vân thì đừng phân vân nữa mà zớt zề liền đi ahjhjj =))) được tặng thêm quà nữa nè,2
"Đặt 6c size xxl thì lại giao 5c size xl, 1c size xxxl",0
Mua đồ trên mạng nhiều rồi mà lần này là thất vọng nhất,0
Mình muốn mua tiếp quá kkkk,2
Áo bị rách tay Chất lượng sản phẩm rất kém,0
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,hang giong hinh va rat dep.se von ung ho nhiu",2
Lâu lâu thích mới kêu,1
đủ những gì cần học không dài dòng .,2
giáo viên nên theo dõi sinh viên sát sao hơn .,0
Thời gian giao hàng rất nhanh.rất đẹp,2
Shop làm việc k chuyện nghiệp bảo 2áo trắng lại gửi áo trắng với áo đỏ,0
"môn căn bản mà thầy không dạy cho sinh viên kỹ , gây không hiểu , mất căn bản .",0
Vừa với số tiền,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt,2
Shop nhiệt tình,2
Sẽ ủng hộ shop nữa ak....,2
"trình độ chuẩn tiếng anh của giảng viên đại học thực sự còn thua một giáo viên cấp 3 , phát âm sai khiến sinh viên sử dụng để giao tiếp sai !",0
Các bạn chua ý size khi mua,1
Màu áo cx loang,1
Nhắc nhở shop thận trọng khi gói hàng,0
"Chất lượng sản phẩm kém , hàng không giống hình",0
Sản phẩm được có điều giày trắng hồng mà màu trắng nhiều hơn màu hồng 😅 dây giầy dài nhưng sản phẩm vậy được rồi,2
Tương xứng với giá tiền,1
Chất vải với đường may đều rất đẹp và cẩn thận ❤,2
"Hàng chuẩn, chất lượng Đóng gói sản phẩm rất đẹp và chắc chắn",2
"kiến thức nhiều , khó tiếp thu , phân loại chưa rõ .",0
dạy nhiệt tình giúp đỡ sinh viên nhiệt tình trong giờ học và chỉ bài tận tình .,2
Cảm ơn shop,2
Chất lượng sản phẩm tuyệt vời,2
Chiều cao 1 bên lót thực tế là 2.6cm chứ kp 4cm,1
"giáo viên tốt bụng , vui tính .",2
"Áo mỏng lộ áo ngực bên trong rất rõ ,nhưng bù lại vải trơn tru",1
"truyền đạt kiến thức dễ hiểu dễ áp dụng , vui vẻ với sinh viên , hài hước .",2
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,2
lý do doubledot tới ngày thi ngồi ngay 2 máy hư .,0
Cảm ơn shop nhiều lắm ạ hic em xin lỗi shop huhuhu,2
"thầy dạy rất nhiệt tình , rất mong thầy tiếp tục công tác tại trường .",2
Cám ơn shop,1
Chất lượng sản phẩm tuyệt vời.Nhưng hơi nhẹ.Đấm nhẹ cái là nó nằm xuống đất.Nó bị nghiên 1 bên,2
"Giao hàng nhanh chóng,",1
"bài giảng được giảng viên chuẩn bị rất kỹ , chu đáo và luôn có sự cập nhật kịp thời .",2
"những đồ án thầy cho deadline được đòi hỏi quá nhiều , học thầy căng thẳng , thầy ít khi vui vẻ trong giờ học .",0
"cơ sở vật chất cần tăng cường hơn , vệ sinh phòng học , hành lang nên tiến hành buổi chiều sau khi sinh viên tan học hoặc sáng sớm , không nên để khi mở cửa cho sinh viên vào 7h20 mới quét rất bụi và ảnh hưởng đến sinh viên , sáng sớm đi học ở hành lang 7h15 - 7h20 cũng quét rất bụi và quét hắt thẳng vào sinh viên đang đi trên hành lang rất khó ứng xử mong ban quản lý cơ sở có ý kiến thêm về việc này .",0
Siêu ưngg ❤️,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,2
k có hàng,0
"cần có một giáo trình cụ thể , tập trung vào một lĩnh vực .",0
"nhà trường biết đấy , khi mình học mà không biết mình học gì , khi mình làm mà không biết mình làm gì thì cũng giống như người mù đi giữa bóng đêm vậy .",0
"thầy giảng bài thú vị , dễ tiếp thu , dạy học vui tính và nhiệt tình .",2
Váy xinh mình rất thích 👍👍,2
Vải đẹp phù hợp giá tiền,2
Phục vụ tốt,2
"giảng viên vui vẻ , nhiệt tình , dạy dễ hiểu .",2
"thầy rất vui tính , giảng hay và kỹ .",2
Hình này là mình đã giặt rồi nha,2
"Mũ rất xinh ý, len mềm co giãn tốt, đội xinh cực",2
"thầy hiền , tận tình .",2
"Siêu đẹp siêu ưngggg,😋😋😋 Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh",2
Thất vọng..,0
Chất lượng sp phu hợp so với tuổi Tiền,2
Áo mặc thoải mái lắm,2
Sản phẩm rất đẹp,2
Đáng giá tiền,1
Sản phẩm chắc chắn,2
Chất lượng sản phẩm tuyệt vời,2
cô không tập trung trong giờ giảng .,0
Thất vọng,0
Đóng gói sản phẩm sơ sài,0
giảng viên cần đưa lên các diễn đàn nhiều tài liệu môn học hơn .,0
Có mỗi cái áo shop bọc rõ cẩn thận 😂,2
"Sp bị lỗi, hơi thất vọng",0
Ok lắm lun nha,1
mong giảng viên lưu tâm !,0
Được mỗi hai cái áo cài quai trước là đúng size còn được,1
Sp nay ko gjọng hjh nhjn hjh thay khac so voi sp ngắn hon anh,0
Chất lượng vải mỏng,1
Đường may khéo,1
Chất lượng sản phẩm tạm được,1
thầy rất tâm huyết .,2
Đồ đẹp laqms luôn ạ,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Shop phục vụ rất tốt,2
giọng rõ dễ nghe .,2
Áo siêu đẹp siêu chất,2
nên tăng thêm thời gian học .,0
Đóng gói sản phẩm rất đẹp và chắc chắn,2
thầy dạy hay và vui .,2
Giao sai đia chỉ.cần cẩn trọng hơn,0
bám sát chương trình .,2
"giảng viên dạy nhiệt tình , chu đáo , tận tâm , tạo mọi điều kiện cho sinh viên phát triển kỹ năng suy luận .",2
truyền đạt nhiều kiến thức mở rộng .,2
"Sản phẩm ok, riêng shipper giao hàng, ý thức thấp kém, nói chuyện với Khách hàng giọng điệu đe nẹt và như “mẹ thiên hạ”",2
Y hình,2
Co dãn tốt,2
"thầy dạy rất nhiệt tình , công bằng trong đánh giá .",2
Tôi muốn trả lại hàng vì dáng áo rất xấu,0
"Huhu,",0
"Vải mát, mặc thích cực hehe",2
Mẫu như hình,1
Cảm ơn shop,2
Mới mạc làn 2 đã sườn rách hết rồi,0
Thời gian giao hành khá nhanh,2
Túi nhỏ gọn xinh xắn nhưng đựng đc cả canon 600d luôn ý các bạn,2
không học được gì từ hình thức thực hành 2 này nên bỏ hình thức thực hành này .,0
giảng viên cần đảm bảo giờ học trên lớp hiệu quả hơn .,0
Hàng giống ảnh thật shop đưa 70%,2
Nhưng mà hơi ngắn,0
Chất liệu tốt hàng rất đẹp,2
Mk mua 1 váy 1 áo thì giao 1 áo,0
thầy cung cấp đầy đủ kiến thức cho sinh viên về các ngành nghề đào tạo của trường .,2
giúp đỡ tận tình sinh viên .,2
Ko giao dung ao,0
Giá 69k vải như vậy là Good👍lắm rồi,2
Rất đáng tiền ạ,2
Thời gian giao hàng rất nhanh Mặc lên đẹp lắm ạ,2
"#NLT Không biết mua bao nhiêu chiêc áo ở shop nữa rồi, cũng khoảng > 30 chiếc rồi cũng nên ( cả áo nhóm) :))",2
Áo đẹp ngoài sức tưởng tượng,2
tiếng động cơ xây dựng có lúc ồn quá .,0
thầy nhiệt tình trong cách giảng dạy .,2
Son màu chuẩn giống hình,2
Thời gian giao hàng nhanh,2
"Chất lượng bt,",1
"ví dụ đề tài của em là doubledot các nguyên lý cơ bản , bao gồm 7 nguyên tắc của bohm ( 1983 ) .",1
mới chỉ là giới thiệu phương pháp cho không dạy cách sử dụng phương pháp .,0
Chị shipper nhiệt tình Chất lượng sản phẩm tuyệt vời,2
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời ✨👍🏻,2
"Chất len rất xấu, không như mong đợi",0
"Giao hàng nhanh ( sáng đặt , chiều có hàng), gói hàng cẩn thận ( cho hẳn vào hộp luôn 😘😍 ) .",2
Form áo nhỏ hơn so với kích cỡ thông thường,0
Có điều là áo hơi ngắn hơn ảnh,1
"thực hành hay , tuy nhiên cần tìm hiểu thời gian nhiều sinh viên rảnh nhất không thì sẽ có bạn mất bài của môn .",0
Thời gian giao hàng rất nhanh,2
dạy song song hai lớp cùng lúc và không dạy nhiệt tình cho sinh viên trường đại học công nghệ thông tin .,0
"đồng thời , bài giảng , theo em nhìn nhận , thực sự rất chi tiết .",2
Date sản xuất mới 16/10,1
Giao nhầm màu. 1 trắng 1 xanh mà giao cho 2 xanh,0
"Sản phẩm có nhiều vết xước, nói chung là cũng ổn",1
"thầy dạy hay , tận tình , gần gũi với học sinh .",2
Gối êm nhưng mùi nặng quá,0
"Thấy mùi thơm, êm",2
Đóng gói sản phẩm rất đẹp và chắc chắn,2
cô dạy nhiệt tình và dễ hiểu .,2
phòng có máy điều hòa .,1
Sản phẩm cứng rất khó sử dụng,0
thầy trang bị cho những kỹ năng chuyên sâu và hướng mở của môn học .,2
Đường may đẹp,2
Đóng gói cẩn thận,2
"giảng dạy rất nhiệt tình , cung cấp tài liệu đầy đủ .",2
dứt khoát .,2
"thầy nhiệt tình , năng nổ , vui tính .",2
Chất lượng sản phẩm tuyệt vời,0
Hơi kém,0
Liên hệ shop không thấy trả lời,0
Chất lượng sản phẩm tệt vời,2
hình 3 màu mà giao màu đen duy nhất,0
Mình ko thích sp như vậy,0
Hàng quá chất,0
giảng viên nói tiếng anh không hay .,0
Đây đeo được 2 lần đứt mắt xích,0
Đóng gói sản phẩm rất đẹp và chắc chắn.sp y hình,2
"Mua lần thứ 3 của shop rồi, gối đẹp, mềm, đóng gói sản phẩm đẹp và chắc chắn, giao hàng nhanh 😘",2
"Chất lượng sản phẩm rất kém, vãi xấu nhão, của rẻ là của ôi",0
Khăn to và dày dặn lắm,2
Rate 5 sao luôn,2
giáo viên nói tiếng hơi khó nghe .,0
❤️❤️❤️❤️❤️❤️,2
"Thời gian giao hàng rất nhanh, sp đẹp",2
luôn mong muốn sinh viên có nhận thức đúng đắn về việc tự trang bị kiến thức .,2
tốt Chất lượng sản phẩm tuyệt vời,2
rất thân thiện .,2
Chủ shop nhiệt tình,2
Nói chung tạm ổn,1
"cuối cùng , em xin cảm ơn vì thầy fraction cô đã đọc đến hết .",1
Chất lượng sản phẩm tuyệt vời,2
Giày xinh nhưng box nát quá 😥😥,1
"dọng thầy hơi khó nghe , nói còn hơi to .",0
Áo đẹp vải dày lắm y hình sợ còn đẹp hơn hình,2
Ao cung size voi ao gia dinh nhung thuc te nho hon 2cm nen khong mac vua,0
Lắp mãi hông đc,0
Vải hơi nóng,0
Chất lượng sản phẩm tuyệt vời,2
"do cửa sổ không có rèm cửa nên khi học bằng máy chiếu thì không có hiệu quả cao , hơi mờ , sinh viên khó khăn trong việc nhìn .",0
Giá tiền so với chất lượng tốt hơn rất nhiêgu,1
Khó dán lắm và hình dán không khít ạ,0
Về Nội dung và màu sắc sách k bắt mắt lắm. 4* thôi,2
"mục đích của môn học , có liên quan gì dến những môn học trước và sau này .",0
"dù phương pháp học tập này khá hiệu quả nhưng vẫn có chút nào đó nghi ngờ từ phần thuyết trình của các bạn , liệu các kiến thức đó có chuẩn xác và cập nhật chưa .",1
giáo viên tâm huyết với bài giảng .,2
Áo chất đẹp.mặc mùa thu thì đúng bài luôn ạ,2
"Chất vải đẹp, hàng đóng gói tốt",2
"Học tiết nổi bật thật sự, chất liệu lại mềm mại nữa",2
"Mình mới sinh xong, mặc lên che hết cả bụng",2
thiếu sót là chưa có đề cương môn học khiến cho việc tìm tài liệu trên mạng rất tràn lan và không biết tìm như thế nào cho hiệu quả !,0
"thầy dạy nhiệt tình , nhiều bài tập , dễ hiểu .",2
Lần sau sẽ ủng hộ bạn ☺️☺️,2
"đơn giản hóa kiến thức , giúp học sinh tiếp cận một cách trực quan môn học .",0
"thầy mời doanh nghiệp về dạy sinh viên , khá thiết thực .",2
nếu là điểm cố định thì thầy phải cho cơ hội cho tất cả các sinh viên đều nộp bài được và giải thích rõ ràng khung điểm này từ đầu .,0
"Mình thấy sử dụng bình hơi khó nên đã chat với nhân viên, nhân viên của kidsplaza hỗ trợ rất nhiệt tình, thân thiện",2
"Quần chất đẹp, mát",2
nhiệt tình hướng dẫn sinh viên .,2
Áo đẹp quá shop ơi 😍,2
giáo viên sử dụng giờ lên lớp chưa hiệu quả .,0
Mong là shop bán nhiều đồ đẹp hơn để em ủng hộ 😍 Có fb shop thì càng tốt ạ,2
"cô vui tính , quan tâm tới học sinh .",2
Oke,2
Nhờ lộc cũa cj mà e hãnh diện hà😘😘😘😘,2
tạo không khí vui vẻ cho lớp học .,2
So với giá tiền thì phải nói là ngoài sự mong đợi!!,2
cần tăng cường giảng giải lý thuyết .,0
"Đồ đẹp lắm c nhé, giao hàng cực kì nhanh, đặt hôm trước hôm sau có liền, cô chủ lại nc dễ thương, đồ thì chất lượng mà giá lại mềm nữa, sẽ tip tục ủng hộ",2
Shop bán nhiều sản phẩm hơn nữa nhé để có nhiều sự lựa chọn,2
Đóng gói ko cẩn thận,0
Áo rất xinh,2
K giao,0
"Chất lượng sản phẩm tuyệt vời, mua k biết lần thứ bao nhiêu rồi",2
"cô vui tính , dạy hay và dễ hiểu .",2
"thầy nói nhiều như trên slide , nếu có nhiều ví dụ cụ thể thì dễ hiểu hơn .",0
dạy dễ nghe dễ hiểu .,2
Mua 4 áo size người lớn mà mang đi in hình có chữ daughter hết,1
Ai đánh giá 5 sao đều là người của shop à,0
Rất đáng tiền Rất đáng tiền Shop phục vụ rất tốt,2
Chất lượng sản phẩm tuyệt vời vong rat dep cam on shop,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Rất đáng tiền,2
"nhiệt tình , cởi mở .",2
Sẽ comeback khi ví hết cháy 😂,2
Xước,0
Nhưng dây giày bên phải có đoạn bị lẹm mất 1/3,0
Quần hơi mỏng nhưng mặc để tập thì thoải mái,1
gửi email thắc mắc ít khi trả lời .,0
"cô rất tâm huyết , không chỉ dạy kiến thức anh văn mà còn rút ra những bài học kinh nghiệm từ bài giảng .",2
Ngon bổ rẻ,2
"Do có cái hình cũng màu đỏ, trùng nền ko nổi 😂😂😂",2
"nói rõ từ hơn , tránh giảng lan man , nên đi vào trọng tâm .",0
Vải qá cứng,1
"áo cực đẹp, nhé vải ko dày lắm đâu nên mình nghĩ vẫn mặc trong mùa hè đc, cơ mà lần sau em mua shop đừng gọi mẹ em nhé :))))",2
"Áo nhỏ, ko rộng như trong hình",0
"cô nhiệt tình với học sinh , bài giảng dễ hiểu .",2
giảng viên dạy còn khó hiểu .,2
Dùng rất tuyệt ko bị khô môi,2
Áo đẹp,2
"Hơi thất vọng về sản phẩm vì không phải hàng của xiaomi như hình quảng cáo, mình có xem review trước tren youtube rồi nên mới đặt mua",0
thầy dạy rất dễ hiểu .,2
"thầy rất vui vẻ và nhiệt tình , chơi ra chơi học ra học .",2
Hơi nhỏ so với mình nghĩ,1
Ngày nay chả flash gì cũng 33k/ chai,1
Chất lượng sản phẩm cx oke Thời gian giao hàng nhanh,2
Quần đợt 2 đặt tận 7 chiếc mà chất quần hoàn toàn xa với đợt 1,2
"thái độ giảng dạy chưa nhiệt tình , khô khan .",0
"Mình đặt 2 đôi, Đôi giầy vải thì ko sao nhưng đôi giày da lộn cứng bị gấp thành nếp luôn",0
có nhiệt tình tâm huyết .,2
"em thấy thầy hơi gia trưởng , em nghĩ chắc tại chúng em còn nhỏ nên cái suy nghĩ nó hơi khác thế hệ đi trước , giọng thầy hơi khó nghe .",0
Shop cần ktra trước khi đóng gói cho khách,1
Rất đáng tiền,2
cần có thời gian hợp lý hơn khi học thực hành sau lý thuyết .,0
"giảng viên nghỉ phải thông báo cho sinh viên trước , vì môn học thầy luôn điểm danh nhưng thầy lại không lên lớp thường xuyên , bắt sinh viên phải chờ rồi ra về thường xuyên .",0
cần liên kết giữa lý thuyết và thực hành .,0
"tác phong làm việc nghiêm túc , chuyên nghiệp .",2
Rất đẹp,2
Vải hay đường may đều ok,2
Không giống hình.vãi rất thô,0
em xin đề nghị nhà trường nên bổ sung tài liệu về môn học và cập nhật nội dung .,0
"Thời gian giao hàng nhanh, Shop phục vụ rất tốt",2
"thuyết trình còn hơi buồn ngủ , chưa hấp dẩn lắm .",0
Giao k đúng màu,0
"học anh văn nên học ở phòng lab , cách âm để khi học listening không bị ảnh hưởng bởi bên ngoài .",0
thực hành và lý thuyết nên dạy song song .,0
"Có v3, có đùi mặc xấu",2
"Chất vải OK, phù hợp với giá tiền",2
môn học cần thiết kế để sinh viên có cơ hội khảo sát thực tế .,0
"giáo viên dễ gần , tận tâm .",2
bài tập đa dạng giúp sinh viên hiểu rõ bài học hơn .,2
Chất lượng sản phẩm tuyệt vời nhưng sao thứ tự các trang sách đóng lộn xộn vậy,2
Bự quá không mặc đc.kiểu thì ko như mình đã đặt,0
Sao cái ảnh nó là lá mà xanh mà nhận hàng nó là màu vàng z shop nhưng mà Giá cả chấp nhận được nên thôi,0
Dáng chật ko rộng như ảnh,0
Shop phục vụ rất tốt,2
Hàng ko giống như hình cho lắm,2
"thầy dạy rất tận tâm , nhiệt tình .",2
Chất lượng sản phẩm tuyệt vời nhưng màu k giống hình minh đặt,2
cô dạy rất tận tình .,2
Mà từ khi nghiên cứu trên shopee,1
Áo quá rộng ko đẹp lắm,0
cảm ơn shop nhiều,2
"Đóng gói sản phẩm rất đẹp và chắc chắn, mực có con hơi nhỏ ạ , nhưng vẫn cho shop 5 *vì shop rất dễ thương, mình mua lần 2 này còn đc shop tặng thêm 2 con, mà đóng cũng đẹp lắm",2
"Chiếc áo xinh xắn, giao hàng rất nhanh, shop rất nhiệt tình và dễ thương ❤",2
thầy tận tâm và nhiệt tình .,2
"Sản phẩm đẹp như hình, vải hơi mỏng nên chắc sẽ thoáng mát",1
rất hài lòng!!!,2
"giảng viên nhiệt tình , thân thiện , truyền đạt kiến thức tốt .",2
Đường chỉ may bị súc,1
Hết hàng thì phải báo với khách chứ đằng này vẫn giao,0
phòng hội trường nóng nực .,0
Vải đẹp lắm ạ...❤❤,2
"thích ngủ thì ngủ , ngoài ra chả có gì hài lòng .",0
giảng viên giảng nhiều bài tập và tăng cường ôn tập ngữ pháp và luyện nói .,2
điều này gây lên sự chênh lệch rõ rệt về trình độ anh văn trong lớp .,0
Sop phục vụ rất nhiệt tình..,2
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh,2
